hgnc_symbol,gene_biotype,ensembl_gene_id,GO_category,kegg,Cluster,Core,DEG
SPI1,protein_coding,ENSG00000066336,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LRRC40,protein_coding,ENSG00000066557,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
KIF26A,protein_coding,ENSG00000066735,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ATG2B,protein_coding,ENSG00000066739,No enriched GO,kegg,AD_cluster2,non core,non DEG
SYT1,protein_coding,ENSG00000067715,Synapse signaling,No_kegg,AD_cluster2,non core,non DEG
PLEKHH3,protein_coding,ENSG00000068137,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MEF2A,protein_coding,ENSG00000068305,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
ACSL4,protein_coding,ENSG00000068366,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ERLEC1,protein_coding,ENSG00000068912,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MAPK6,protein_coding,ENSG00000069956,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PHRF1,protein_coding,ENSG00000070047,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
POLB,protein_coding,ENSG00000070501,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TCF3,protein_coding,ENSG00000071564,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DAZAP1,protein_coding,ENSG00000071626,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RPS6KA6,protein_coding,ENSG00000072133,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LIMS2,protein_coding,ENSG00000072163,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
UBE2D1,protein_coding,ENSG00000072401,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TRHDE,protein_coding,ENSG00000072657,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ACADVL,protein_coding,ENSG00000072778,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NDE1,protein_coding,ENSG00000072864,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SCARB1,protein_coding,ENSG00000073060,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SELENOO,protein_coding,ENSG00000073169,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FRY,protein_coding,ENSG00000073910,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NOTCH3,protein_coding,ENSG00000074181,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
SCARF1,protein_coding,ENSG00000074660,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ANO8,protein_coding,ENSG00000074855,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SEMA3A,protein_coding,ENSG00000075213,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
TTC38,protein_coding,ENSG00000075234,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SLC25A40,protein_coding,ENSG00000075303,No enriched GO,No_kegg,AD_cluster2,core,non DEG
RASAL2,protein_coding,ENSG00000075391,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
KIFAP3,protein_coding,ENSG00000075945,No enriched GO,No_kegg,AD_cluster2,core,non DEG
BAZ2A,protein_coding,ENSG00000076108,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
UNG,protein_coding,ENSG00000076248,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TPD52,protein_coding,ENSG00000076554,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TRAF4,protein_coding,ENSG00000076604,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ARHGEF1,protein_coding,ENSG00000076928,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MAP2K7,protein_coding,ENSG00000076984,No enriched GO,kegg,AD_cluster2,non core,non DEG
NFKB2,protein_coding,ENSG00000077150,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
USP33,protein_coding,ENSG00000077254,Neurogenesis,No_kegg,AD_cluster2,core,non DEG
PAK3,protein_coding,ENSG00000077264,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
DCX,protein_coding,ENSG00000077279,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LRCH4,protein_coding,ENSG00000077454,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FGFR1,protein_coding,ENSG00000077782,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PIAS2,protein_coding,ENSG00000078043,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
AMPH,protein_coding,ENSG00000078053,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ARAF,protein_coding,ENSG00000078061,No enriched GO,kegg,AD_cluster2,non core,non DEG
UBE2K,protein_coding,ENSG00000078140,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ADCYAP1R1,protein_coding,ENSG00000078549,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PKD2L2,protein_coding,ENSG00000078795,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SDF4,protein_coding,ENSG00000078808,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
OSBPL6,protein_coding,ENSG00000079156,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TNS1,protein_coding,ENSG00000079308,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RAPGEF3,protein_coding,ENSG00000079337,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DNM2,protein_coding,ENSG00000079805,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
RIMS1,protein_coding,ENSG00000079841,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
STX7,protein_coding,ENSG00000079950,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
EPHA6,protein_coding,ENSG00000080224,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
SESN1,protein_coding,ENSG00000080546,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
COL5A3,protein_coding,ENSG00000080573,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SRCAP,protein_coding,ENSG00000080603,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MAGI3,protein_coding,ENSG00000081026,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CDH7,protein_coding,ENSG00000081138,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MEF2C,protein_coding,ENSG00000081189,"Neurogenesis,Synapse signaling",No_kegg,AD_cluster2,non core,non DEG
UBA5,protein_coding,ENSG00000081307,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CADPS2,protein_coding,ENSG00000081803,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
COL19A1,protein_coding,ENSG00000082293,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GSK3B,protein_coding,ENSG00000082701,Neurogenesis,kegg,AD_cluster2,non core,non DEG
PDS5B,protein_coding,ENSG00000083642,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RRAGB,protein_coding,ENSG00000083750,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
COL16A1,protein_coding,ENSG00000084636,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TXLNA,protein_coding,ENSG00000084652,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CAD,protein_coding,ENSG00000084774,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CD82,protein_coding,ENSG00000085117,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PREP,protein_coding,ENSG00000085377,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HACE1,protein_coding,ENSG00000085382,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PILRA,protein_coding,ENSG00000085514,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SNX10,protein_coding,ENSG00000086300,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NLK,protein_coding,ENSG00000087095,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PGS1,protein_coding,ENSG00000087157,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SH3BP2,protein_coding,ENSG00000087266,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NOP14,protein_coding,ENSG00000087269,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TXNDC16,protein_coding,ENSG00000087301,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DNM1L,protein_coding,ENSG00000087470,No enriched GO,No_kegg,AD_cluster2,core,non DEG
PTPN4,protein_coding,ENSG00000088179,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ASAP3,protein_coding,ENSG00000088280,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SMOX,protein_coding,ENSG00000088826,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
EBF4,protein_coding,ENSG00000088881,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MAVS,protein_coding,ENSG00000088888,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FXYD5,protein_coding,ENSG00000089327,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ARHGAP4,protein_coding,ENSG00000089820,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
CCNK,protein_coding,ENSG00000090061,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CERS4,protein_coding,ENSG00000090661,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PLEKHG2,protein_coding,ENSG00000090924,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
OSBPL8,protein_coding,ENSG00000091039,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DTX2,protein_coding,ENSG00000091073,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NRCAM,protein_coding,ENSG00000091129,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
SLC26A4,protein_coding,ENSG00000091137,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
WDR7,protein_coding,ENSG00000091157,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RGS17,protein_coding,ENSG00000091844,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PHGDH,protein_coding,ENSG00000092621,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
UNC13D,protein_coding,ENSG00000092929,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
COMT,protein_coding,ENSG00000093010,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HDAC6,protein_coding,ENSG00000094631,"Neurogenesis,Synapse signaling",No_kegg,AD_cluster2,non core,non DEG
ITPR3,protein_coding,ENSG00000096433,No enriched GO,kegg,AD_cluster2,non core,non DEG
MZF1,protein_coding,ENSG00000099326,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MYO9B,protein_coding,ENSG00000099331,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
KCNK6,protein_coding,ENSG00000099337,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SETD1A,protein_coding,ENSG00000099381,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
BCL7C,protein_coding,ENSG00000099385,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HNRNPM,protein_coding,ENSG00000099783,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TBC1D10A,protein_coding,ENSG00000099992,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GGT5,protein_coding,ENSG00000099998,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GGT1,protein_coding,ENSG00000100031,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MFNG,protein_coding,ENSG00000100060,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GRK3,protein_coding,ENSG00000100077,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GGA1,protein_coding,ENSG00000100083,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
,protein_coding,ENSG00000100101,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PATZ1,protein_coding,ENSG00000100105,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TRIOBP,protein_coding,ENSG00000100106,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
MICALL1,protein_coding,ENSG00000100139,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
POLR2F,protein_coding,ENSG00000100142,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SOX10,protein_coding,ENSG00000100146,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CCDC134,protein_coding,ENSG00000100147,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SLC16A8,protein_coding,ENSG00000100156,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HSCB,protein_coding,ENSG00000100209,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
POLDIP3,protein_coding,ENSG00000100227,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MCM5,protein_coding,ENSG00000100297,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RBFOX2,protein_coding,ENSG00000100320,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MYH9,protein_coding,ENSG00000100345,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MLC1,protein_coding,ENSG00000100427,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ABHD4,protein_coding,ENSG00000100439,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
KHNYN,protein_coding,ENSG00000100441,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
VCPKMT,protein_coding,ENSG00000100483,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZFYVE21,protein_coding,ENSG00000100711,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ACIN1,protein_coding,ENSG00000100813,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NFATC4,protein_coding,ENSG00000100968,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
BMP7,protein_coding,ENSG00000101144,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
MTG2,protein_coding,ENSG00000101181,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CDC25B,protein_coding,ENSG00000101224,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NDUFAF5,protein_coding,ENSG00000101247,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CCM2L,protein_coding,ENSG00000101331,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
POFUT1,protein_coding,ENSG00000101346,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SNTA1,protein_coding,ENSG00000101400,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PXMP4,protein_coding,ENSG00000101417,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
USP14,protein_coding,ENSG00000101557,No enriched GO,No_kegg,AD_cluster2,core,non DEG
NOL4,protein_coding,ENSG00000101746,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
STS,protein_coding,ENSG00000101846,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MCF2,protein_coding,ENSG00000101977,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
ABCD1,protein_coding,ENSG00000101986,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RENBP,protein_coding,ENSG00000102032,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TAFAZZIN,protein_coding,ENSG00000102125,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CDADC1,protein_coding,ENSG00000102543,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
KPNA3,protein_coding,ENSG00000102753,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DGKH,protein_coding,ENSG00000102780,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
KATNAL1,protein_coding,ENSG00000102781,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TRADD,protein_coding,ENSG00000102871,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DHODH,protein_coding,ENSG00000102967,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MLYCD,protein_coding,ENSG00000103150,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TAF1C,protein_coding,ENSG00000103168,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NME4,protein_coding,ENSG00000103202,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LMF1,protein_coding,ENSG00000103227,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SLC7A5,protein_coding,ENSG00000103257,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
METRN,protein_coding,ENSG00000103260,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
PIEZO1,protein_coding,ENSG00000103335,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RPGRIP1L,protein_coding,ENSG00000103494,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
STX4,protein_coding,ENSG00000103496,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CSK,protein_coding,ENSG00000103653,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HERC1,protein_coding,ENSG00000103657,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RAB11A,protein_coding,ENSG00000103769,No enriched GO,No_kegg,AD_cluster2,core,non DEG
DMXL2,protein_coding,ENSG00000104093,No enriched GO,No_kegg,AD_cluster2,core,non DEG
MYEF2,protein_coding,ENSG00000104177,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
UBE2W,protein_coding,ENSG00000104343,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
JPH1,protein_coding,ENSG00000104369,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GDAP1,protein_coding,ENSG00000104381,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RAB2A,protein_coding,ENSG00000104388,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZC2HC1A,protein_coding,ENSG00000104427,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
IL7,protein_coding,ENSG00000104432,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CHRAC1,protein_coding,ENSG00000104472,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
EEF1D,protein_coding,ENSG00000104529,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TUSC3,protein_coding,ENSG00000104723,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MAN2B1,protein_coding,ENSG00000104774,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GYS1,protein_coding,ENSG00000104812,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NFKBIB,protein_coding,ENSG00000104825,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SNRNP70,protein_coding,ENSG00000104852,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CLASRP,protein_coding,ENSG00000104859,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FCGRT,protein_coding,ENSG00000104870,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ARHGEF18,protein_coding,ENSG00000104880,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PPP1R13L,protein_coding,ENSG00000104881,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DOT1L,protein_coding,ENSG00000104885,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DMPK,protein_coding,ENSG00000104936,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TBC1D17,protein_coding,ENSG00000104946,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
YJU2B,protein_coding,ENSG00000104957,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CCDC61,protein_coding,ENSG00000104983,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
VRK3,protein_coding,ENSG00000105053,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
AKT2,protein_coding,ENSG00000105221,No enriched GO,kegg,AD_cluster2,non core,non DEG
PRX,protein_coding,ENSG00000105227,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PIAS4,protein_coding,ENSG00000105229,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PRKD2,protein_coding,ENSG00000105287,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CCDC9,protein_coding,ENSG00000105321,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HNRNPUL1,protein_coding,ENSG00000105323,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TGFB1,protein_coding,ENSG00000105329,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MYH14,protein_coding,ENSG00000105357,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TYK2,protein_coding,ENSG00000105397,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LIG1,protein_coding,ENSG00000105486,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RASIP1,protein_coding,ENSG00000105538,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
BCAT2,protein_coding,ENSG00000105552,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GCDH,protein_coding,ENSG00000105607,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ISYNA1,protein_coding,ENSG00000105655,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LSR,protein_coding,ENSG00000105699,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HPN,protein_coding,ENSG00000105707,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
AVL9,protein_coding,ENSG00000105778,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RUNDC3B,protein_coding,ENSG00000105784,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LMBR1,protein_coding,ENSG00000105983,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
BRAT1,protein_coding,ENSG00000106009,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ANKRD7,protein_coding,ENSG00000106013,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SSBP1,protein_coding,ENSG00000106028,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SNX8,protein_coding,ENSG00000106266,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RPA3,protein_coding,ENSG00000106399,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GLCCI1,protein_coding,ENSG00000106415,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PHF14,protein_coding,ENSG00000106443,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ANKMY2,protein_coding,ENSG00000106524,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FSD1L,protein_coding,ENSG00000106701,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ENG,protein_coding,ENSG00000106991,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CDC37L1,protein_coding,ENSG00000106993,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SH3GL2,protein_coding,ENSG00000107295,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PTGDS,protein_coding,ENSG00000107317,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ABCA2,protein_coding,ENSG00000107331,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZFAND5,protein_coding,ENSG00000107372,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MAPK8,protein_coding,ENSG00000107643,No enriched GO,kegg,AD_cluster2,non core,non DEG
PLEKHA1,protein_coding,ENSG00000107679,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
UNC5B,protein_coding,ENSG00000107731,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
